"id","name","quality","address","phone","uid","lat","long","type","licence","expiration","administrator","capacity","ages","inspector","subsidiary","facility_id","inspections","inspection_first","inspection_last","inspection_shsi","inspection_complicant","inspection_violation","age_min","age_max"
44699,"The T.E.A. Center Preschool",NA,"Suite 100, MC LEAN, VA  22101","(571) 488-0086","44699_0261cef5fc3e6da782475d9964bc57ff",38.9373800000001,-77.177005,"Child Day Center","Two Year","June 30, 2023"," Mayosha  Mendis",71,"1 month - 6 years 11 months","Sarah  Marbert:  (703) 479-4678","Yes",1108438,14,"Dec. 10, 2018","June 15, 2022",2,3,13,0,6
47173,"The T.E.A. Center Preschool-2",NA,"# 200, 201, 202, MC LEAN, VA  22101","(571) 378-1605","47173_b0e1a8fa3ccee11cd0441acda1848ac9",38.9373800000001,-77.177005,"Child Day Center","Conditional","May 31, 2024"," Mayosha  Mendis",40,"2 years 6 months - 6 years","Sarah  Marbert:  (703) 479-4678","Yes",1109053,8,"Nov. 19, 2021","Oct. 20, 2022",2,2,5,2,6
47329,"The Tanner School",NA,"1121 Gaskins Road, HENRICO, VA  23238","(804) 938-1595","47329_5bf4e10dd3fd6c3f298aa6d55480f63a",37.5972579920652,-77.5933839835196,"Child Day Center","Two Year","March 6, 2024"," Lorraine  Flynn Williams",130,"1 month - 6 years 11 months","Susan  Ellington-Sconiers:  (804) 588-2368","No",1109092,4,"Sept. 2, 2021","Feb. 23, 2022",0,1,4,0,6
22279,"The Tender Touch",NA,"1425 Lynnhaven Parkway, VIRGINIA BEACH, VA  23456","(757) 368-2049","22279_91ce112d8173f9d966c5e545a396bacc",36.795620986631,-76.0938149858703,"Child Day Center","Two Year","June 12, 2024","Ms. Luz  Lissa",76,"1 month - 12 years 11 months","Arlene  Agustin:  (804) 629-7519","Yes",1036444,24,"Feb. 7, 2018","Nov. 28, 2022",11,2,12,0,12
47108,"The Tot Spot",NA,"1597 Senseny Road, WINCHESTER, VA  22602","(540) 662-9090","47108_776d73eb14a5d1676d6dabc6d549b10b",39.1686039926338,-78.1329189604767,"Child Day Center","Two Year","Nov. 30, 2023","Ms. Kimberly  Lide",50,"1 month - 12 years 11 months","Kelly  Adriazola:  (804) 840-8245","Yes",1109033,8,"May 14, 2021","Oct. 12, 2022",3,0,2,0,12
42761,"The Village at LeafSpring School at Charter Colony",NA,"831 Charter Colony Parkway, MIDLOTHIAN, VA  23114","(804) 594-0561","42761_71f418564a4d743398554d18e7d9faa1",37.487611418406,-77.6615702451544,"Child Day Center","Two Year","Sept. 5, 2023","Ms. Lauren  Maggi",193,"2 years 6 months - 12 years","Kandra  Brown:  (804) 929-3771","No",1108175,10,"Jan. 18, 2018","Jan. 4, 2023",0,0,3,2,12
34196,"The Village at LeafSpring School at Wyndham",NA,"5701 Wyndham Park Drive, GLEN ALLEN, VA  23059","(804) 360-2256","34196_d26b970ea627f1edf2940d1514830a9f",37.6925430063589,-77.6072820171748,"Child Day Center","Two Year","Feb. 19, 2024"," Tina  Schwarz",185,"2 years - 12 years 11 months","LaTasha  Smith:  (804) 588-2362","No",1106104,10,"Jan. 22, 2018","Aug. 8, 2022",0,0,2,2,12
25793,"The Village at Leafspring School at Three Chopt",NA,"11005 Three Chopt Road, RICHMOND, VA  23233","(804) 935-6939","25793_f20745c0625c3848d5f3fde925b3d912",37.6384280145347,-77.5878479879293,"Child Day Center","Two Year","April 14, 2023","Ms. Charlene  Bryce",175,"5 years - 12 years 11 months","Molly  Muscat:  (804) 588-2367","No",1094860,12,"April 5, 2018","Sept. 26, 2022",0,0,3,5,12
42860,"The Vine Preschool II at Wesley",NA,"8412 Richmond Avenue, ALEXANDRIA, VA  22309","(703) 780-1810","42860_dd4ba98924b5581d777102f9725f1ac6",38.7289341114131,-77.1029351917575,"Child Day Center","Two Year","May 17, 2024","Ms. Kimberly  Vargas",61,"2 years 6 months - 12 years","Sheila F Nelson:  (804) 629-7489","Yes",1108182,19,"July 25, 2018","Nov. 16, 2022",9,0,11,2,12
15336,"The Williams School Extended Day Program",NA,"419 Colonial Avenue, NORFOLK, VA  23507","(757) 627-1383","15336_f621f50c44fc7740828a0a272a2d42ef",36.8579999901624,-76.2972570193453,"Child Day Center","Two Year","May 4, 2023","Ms. Sally  Marr",49,"5 years - 12 years 11 months","Rene  Old:  (757) 404-1784","No",803757,10,"May 9, 2018","Dec. 13, 2022",0,0,5,5,12
26097,"The Winchester Montessori School, Inc.",NA,"1090 W. Parkins Mill Road, WINCHESTER, VA  22602","(540) 667-1184","26097_d56237005ad5d2ea7dad48735dcdff5f",39.105993019932,-78.1210029954654,"Child Day Center","Two Year","April 6, 2023","Ms. Jennifer  Sheehy",125,"1 year 4 months - 12 years","Barbara  Workman:  (540) 430-9257","No",1098521,15,"May 3, 2018","Nov. 30, 2020",0,3,8,1,12
45016,"The Woods, A Montessori School",NA,"16723 River Ridge Blvd, WOODBRIDGE, VA  22191","(703) 634-2537","45016_121e547465edc6c1890567ec59bea67f",38.5877071733529,-77.3023131756588,"Child Day Center","Two Year","July 6, 2023","Mr. Daniel  Clifford",150,"1 year 4 months - 12 years","Cathy  Aylor:  (540) 222-6352","Yes",1108524,18,"Jan. 2, 2019","July 22, 2022",8,1,6,1,12
44865,"The Y  After School at West Salem",NA,"520 Bruffey Street, SALEM, VA  24153","(540) 798-0482","44865_41d7d59d4f728eebaced91df51709fd3",37.2968269871999,-80.075011961197,"Child Day Center","Two Year","April 14, 2023"," Amy  Ralston",50,"4 years 10 months - 12 years","Nicole  Scott:  (804) 588-2372","Yes",1108480,18,"Sept. 25, 2018","Dec. 13, 2022",7,0,12,4,12
15677,"The Y After School at Fairview Elementary",NA,"648 Westwood Blvd. NW, ROANOKE, VA  24017","(540) 293-6725","15677_2fae62ab415544b8823a118bde9a5c2d",37.2857220132303,-79.9961939919722,"Child Day Center","Two Year","March 12, 2024","Mr. Stephen  Smigielski",70,"4 years - 12 years 11 months","James R Basham:  (804) 588-2370","Yes",824983,18,"Feb. 11, 2018","Nov. 3, 2022",9,0,7,4,12
14965,"The Y After School at Fishburn Elementary",NA,"3057 Colonial Ave. SW, ROANOKE, VA  24015","(540) 798-5837","14965_327f60264a2bd3b966bf1d139e0df02c",37.2481740206704,-79.9715070240067,"Child Day Center","Two Year","Oct. 13, 2023","Mr. Jonathan  Pait",75,"4 years - 12 years 11 months","James R Basham:  (804) 588-2370","Yes",781105,21,"March 7, 2018","Sept. 14, 2022",9,0,10,4,12
32833,"The Y After School at Greenfield Elementary",NA,"288 Etzler Road, TROUTVILLE, VA  24175","(540) 855-1513","32833_b661e6847178b07b4dc74d3ae4dbf0d3",37.4286790180154,-79.9284330103213,"Child Day Center","Two Year","Oct. 30, 2024"," Kambria  Petro",75,"5 years - 12 years 11 months","Susan  Mallory:  (276) 608-4267","Yes",1105846,16,"April 17, 2018","Sept. 27, 2022",5,0,5,5,12
40240,"The Y After School at South Salem",NA,"1600 Carolyn Road, SALEM, VA  24153","(540) 855-1564","40240_986f5752908572c5d0a42ba107508e68",37.277797007597,-80.0828839932023,"Child Day Center","Two Year","Jan. 1, 2024"," Amy  Ralston",75,"4 years - 12 years 11 months","Nicole  Scott:  (804) 588-2372","Yes",1107490,20,"Sept. 25, 2018","Oct. 4, 2022",9,1,6,4,12
15679,"The Y After School at Virginia Heights Elementary",NA,"1210 Amherst Street, S.W., ROANOKE, VA  24015","(540) 342-2332","15679_2d630d31155d1597e3d6ea461345db54",37.2662669873174,-79.9765069968889,"Child Day Center","Two Year","March 12, 2023","Mr. Jonathan  Pait",70,"4 years - 12 years 11 months","James R Basham:  (804) 588-2370","Yes",825009,18,"Feb. 28, 2018","Sept. 14, 2022",8,0,6,4,12
35180,"The Y Afterschool at Breckinridge Elementary",NA,"331 Springwood Road, FINCASTLE, VA  24090","(540) 855-4171","35180_824f0496a060353a93e6d462c0a6b32a",37.5025949988061,-79.8732970188713,"Child Day Center","Two Year","Oct. 20, 2024"," Kambria  Petro",50,"5 years - 12 years 11 months","Susan  Mallory:  (276) 608-4267","Yes",1106292,22,"Jan. 10, 2018","Sept. 26, 2022",10,0,6,5,12
14233,"The Y Afterschool at Crystal Spring",NA,"2620 Carolina Ave. S.W., ROANOKE, VA  24014","(540) 293-6724","14233_c239368f92110481b3fc6c6ceeb7e4a9",37.2446099935307,-79.9521729908661,"Child Day Center","Two Year","Sept. 26, 2024","Ms. Jonathan  Pait",65,"5 years - 12 years 11 months","James R Basham:  (804) 588-2370","Yes",739061,18,"May 23, 2018","Aug. 23, 2022",7,0,8,5,12
25248,"The Young Men's Christian Association of Staunton, Virginia",NA,"604/608 N. Coalter Street, STAUNTON, VA  24401","(540) 885-8089","25248_9491375b714aa647efd5fb2f94c8c331",38.1603781358154,-79.0631445865441,"Child Day Center","Two Year","Feb. 26, 2023"," Andrea  Ryder",80,"3 years - 12 years 11 months","Beth  Orebaugh:  (540) 847-9173","Yes",1087448,21,"March 20, 2018","Sept. 28, 2022",10,0,9,3,12
39877,"Thea Meinen",NA,"8809 Arlington Boulevard, FAIRFAX, VA  22031","(703) 282-2865","39877_e7273749f65601ff5498da6a24da6d95",38.8647756347734,-77.2505084039879,"Family Day Home","One Year","Feb. 24, 2023",NA,12,"3 years - 6 years 11 months","Eureka  Nance:  (703) 638-5968","No",1108672,11,"Jan. 23, 2018","Sept. 16, 2022",0,0,9,3,6
45694,"Theresa Stephens",NA,"3409 Park Hill Place, FAIRFAX, VA  22030","(517) 278-5827","45694_ecab3b8ee5796f7618611180d00252f1",38.8594519947001,-77.2947250387141,"Family Day Home","Two Year","April 6, 2023",NA,7,"Birth - 12 years 11 months","Stacy  Doyle:  (571) 835-0386","No",1109929,8,"Oct. 7, 2019","Nov. 2, 2022",0,0,2,0,12
27255,"Therese Stroupe",NA,"288 Missouri Avenue, HERNDON, VA  20170","(703) 787-8143","27255_6f8895ca3ac75375c04c9cb8d62895a6",38.9566772519409,-77.3900877951598,"Family Day Home","Three Year","March 6, 2023",NA,12,"Birth - 4 years 11 months","Maria  Soto:  (571) 835-5058","No",1105188,10,"March 12, 2018","Oct. 14, 2022",0,0,2,0,4
47139,"Think Play Learn - A Reggio Montessori School",NA,"13880 Metrotech Drive, CHANTILLY, VA  20151","(571) 344-2572","47139_082e3214942ae3b1d3d616cfc8c4faf1",38.8942276308752,-77.4227891198466,"Child Day Center","Two Year","Dec. 15, 2023"," Srnivas  Attili",76,"1 month - 12 years 11 months","Cynthia  Ford:  (703) 479-4679","Yes",1109044,7,"June 3, 2021","July 28, 2022,Aug. 3, 2022,Aug. 9, 2022,Aug. 17, 2022",2,1,4,0,12
8523,"Thomas B. Hargrave Educational Center",NA,"801 Tazewell Street, PORTSMOUTH, VA  23701","(757) 485-9499","8523_4cc28d7a716db29e89ebde6197d6a5ed",36.8052869973729,-76.3612859586074,"Child Day Center","Two Year","Jan. 27, 2023","Ms. Christa  Watts",75,"2 years - 12 years 11 months","Kimberly  Sampson:  (757) 354-7307","Yes",21423,15,"Feb. 20, 2018","Oct. 17, 2022",7,0,4,2,12
44776,"Tia's Precious Love Childcare Center",NA,"5685 East Virginia Beach Boulevard, NORFOLK, VA  23502","(757) 395-4975","44776_658acc5a721e2040e78ce66b3eb1db50",36.8552229818214,-76.2112600338698,"Child Day Center","Two Year","April 2, 2023","Mr. Charles  Williams",41,"1 month - 12 years 11 months","Arlene  Agustin:  (804) 629-7519","Yes",1108459,20,"Sept. 21, 2018","Oct. 31, 2022",7,3,8,0,12
32541,"Tidewater Academy Early Childhood Learning Center",2,"217 West Church Street, WAKEFIELD, VA  23888","(757) 899-5401","32541_daeb91d7afbf5a20f71630d6dc1bc3ac",36.9721199790817,-76.9868569807088,"Child Day Center","Two Year","Jan. 24, 2023","Ms. Tina  Price",40,"2 years 6 months - 12 years","Melinda  Popkin:  (757) 802-5281","No",1105798,13,"April 18, 2018","June 29, 2020",5,0,7,2,12
49029,"Tiera Saunders",NA,"Apt 4205, ALEXANDRIA, VA  22312","(240) 860-4708","49029_7b8405e9f5268761b9af45a5a2e8a8f0",38.82253,-77.1623949999999,"Family Day Home","Conditional","May 7, 2023",NA,5,"2 months - 12 years 11 months","Tameika  King:  (804) 629-7486","No",1110437,1,"Nov. 21, 2022","Nov. 21, 2022",0,0,0,0,12
48958,"Tiffany's Learning Center",NA,"12140 Amos Lane, FREDERICKSBURG, VA  22407","(540) 845-1829","48958_cee050ed62803eade8517b11f3b55c39",38.2916280107068,-77.5198839965835,"Child Day Center","Conditional","July 4, 2023"," Briana  Young",100,"1 month - 12 years 11 months","Laura  Brindle:  (540) 905-2062","No",1109395,1,"Dec. 7, 2022","Dec. 7, 2022",0,0,1,0,12
17444,"Timber Lane SACC",NA,"2737 West Street, FALLS CHURCH, VA  22046","(703) 618-7653","17444_124caef68cb1ec9fe63fcbe0dffcd950",38.8798664132505,-77.1977893343185,"Child Day Center","Two Year","Oct. 1, 2024","Mr. Chris  Scales",100,"5 years - 12 years 11 months","Tameika  King:  (804) 629-7486","Yes",885150,19,"Jan. 29, 2018","May 23, 2022",9,0,2,5,12
8466,"Tinker Bell Day Care Center Ltd.",NA,"300 Cherokee Road, PORTSMOUTH, VA  23701","(757) 488-6174","8466_45e3bc9370e431156fc4ab984bdec92b",36.8131620049538,-76.3652970345529,"Child Day Center","Two Year","Nov. 7, 2023","Mr. Lonnie  Parker",84,"2 years - 12 years 11 months","Rene  Old:  (757) 404-1784","Yes",20192,20,"Feb. 2, 2018","June 9, 2022",9,2,9,2,12
43891,"Tiny City Academy",NA,"21019 Forum Terrace, STERLING, VA  20166","(703) 444-2448","43891_8244813d1ace614095250c407e337151",39.0340379853891,-77.4169180157673,"Child Day Center","Two Year","Jan. 24, 2024"," Lina  Benkirane",175,"1 month - 12 years 11 months","Kara  Wright:  (703) 537-6241","Yes",1108259,18,"July 12, 2018","Dec. 22, 2021",9,0,8,0,12
47074,"Tiny City Academy of Gainesville",NA,"14680 Gap Way, GAINESVILLE, VA  20155","(703) 754-8463","47074_f940d65e42928e359c8ea55c347449ad",38.8077641924879,-77.627958579747,"Child Day Center","Two Year","Feb. 26, 2024"," Anne  Swift",124,"1 month - 12 years 11 months","Keesha  Minor:  (540) 340-2672","Yes",1109023,5,"Aug. 16, 2021","July 27, 2022",1,1,2,0,12
21013,"Tiny Little Children Day Care Center, LTD",NA,"7941 Adkins Road, CHARLES CITY, VA  23030","(804) 829-9002","21013_ba797b1140fbf3395b157fa6f02c69ef",37.3806140000842,-77.1069109798907,"Child Day Center","Two Year","April 19, 2023","Ms. Gail  Delaney-Crawley",63,"1 month - 12 years 11 months","Tiffany  Harris:  (757) 403-3045","Yes",1002256,17,"May 2, 2018","July 14, 2020",8,1,5,0,12
40453,"Tiny Toes Creative Learning Center",NA,"Suite E, FREDERICKSBURG, VA  22407","(540) 412-0771","40453_e015728a36f1ee746f45d15130f409b7",38.2865633000001,-77.552136,"Child Day Center","Two Year","Dec. 29, 2024","Ms. Sherlise  Sawyer",89,"1 month - 12 years 11 months","Morgan  Bryson:  (540) 270-0057","Yes",1107531,22,"Jan. 17, 2018","Nov. 3, 2022",10,2,7,0,12
48235,"Tiny Toes Creative Learning Center II",NA,"10817 Tidewater Trail #200, FREDERICKSBURG, VA  22408","(540) 412-0771","48235_d71d8b5467c2355021243fce1d15df19",38.2552699969407,-77.4280230316464,"Child Day Center","Conditional","Feb. 2, 2023"," Sherlise  Sawyer",127,"Birth - 12 years 11 months","Sharon  Allen:  (540) 272-2941","Yes",1109280,1,"Aug. 3, 2022","Aug. 3, 2022",0,0,1,0,12
34894,"Tiny Tots Playroom",NA,"Suite 105, ALEXANDRIA, VA  22314","(703) 683-5130","34894_43ea75993da0769fae236878819d1003",38.807715,-77.047585,"Child Day Center","Two Year","June 2, 2024","Mr. Susan  Pnevmatikatos",77,"1 month - 4 years 11 months","Mahrukh  Aziz:  (571) 835-4718","No",1106238,11,"May 7, 2017","Dec. 12, 2022",0,1,5,0,4
42855,"Tiny Tykes Academy",NA,"10754 Jefferson Avenue, NEWPORT NEWS, VA  23601","(757) 597-3124","42855_d48a22830e64221b89d6b43cdde09a0e",37.0529621360139,-76.4614574967238,"Child Day Center","Two Year","April 30, 2024","Ms. Nicolette  Parker",99,"2 months - 10 years 11 months","Tiffany  Harris:  (757) 403-3045","Yes",1108178,22,"May 15, 2018","Aug. 11, 2022",10,0,10,0,10
40940,"Toadally Kidz Child Care Center",2,"2609 Peters Creek Road, NW, ROANOKE, VA  24017","(540) 562-1200","40940_77a057c67b18d39da64152f2be3bc7e6",37.3137300169625,-80.0039500184375,"Child Day Center","Two Year","Aug. 3, 2023"," Monica S Jones",88,"1 month - 12 years 11 months","James R Basham:  (804) 588-2370","Yes",1107687,22,"Jan. 31, 2017","Jan. 5, 2023",10,0,5,0,12
30197,"Toddler Station II",NA,"601 Declaration Road, VIRGINIA BEACH, VA  23462","(757) 554-0934","30197_75c8ab6bf529fdee2624b9e6ffdf94be",36.8527449978761,-76.1393569671266,"Child Day Center","Two Year","March 28, 2023","Ms. Sandra  Drake",84,"2 years - 12 years 11 months","Christopher  Robinson:  (757) 404-2322","Yes",1105478,23,"Feb. 12, 2018","July 30, 2019",10,3,12,2,12
45754,"Toddler Time Child Development Center",NA,"603 Hansen Avenue, PORTSMOUTH, VA  23701","(757) 397-1974","45754_d6b8f3fa18b24f6b041cbb5fd7e86636",36.8140009915521,-76.3406420016385,"Child Day Center","Two Year","June 4, 2024","Ms. Theresa  Cox-Ford",45,"1 year 4 months - 6 years","Arlene  Agustin:  (804) 629-7519","Yes",1108697,12,"Oct. 22, 2019","Nov. 10, 2022",4,0,5,1,6
8653,"Toddler Town, Inc.",NA,"12465 Maple Street, ASHLAND, VA  23005","(804) 798-2028","8653_32d9a72cfd6c63a2927e605e338f1d45",37.7458060196349,-77.4828479706696,"Child Day Center","Two Year","Oct. 20, 2023","Ms. Lorraine  Brown",163,"1 month - 12 years 11 months","Tara  Barton:  (804) 381-8487","Yes",27171,30,"June 4, 2018","July 8, 2022",10,8,22,0,12
23790,"Toddler University,  Inc.",NA,"9001 Dickey Drive, MECHANICSVILLE, VA  23116","(804) 569-0301","23790_c9182e4c6dc3b01385262371654e0ea2",37.6492299827045,-77.4071660066988,"Child Day Center","Two Year","Feb. 13, 2023","Mrs. Tracy  Haneline",262,"1 month - 12 years 11 months","Heather  Dapper:  (804) 625-2304","Yes",1068664,19,"Feb. 6, 2018","Feb. 17, 2022",9,1,12,0,12
13604,"Tom & Ann Hunnicutt Family YMCA",NA,"7827 Warwick Boulevard, NEWPORT NEWS, VA  23607","(757) 245-0047","13604_40c28d99c994a55bfd5686e7f4efbed9",37.0183910182763,-76.4519690985102,"Child Day Center","Two Year","Jan. 2, 2024","Ms. Mandi  Wolkowich",250,"2 years - 12 years 11 months","Michele  Patchett:  (757) 439-6816","Yes",687725,31,"Jan. 10, 2018","June 2, 2022",10,5,13,2,12
45431,"Tomas Vargas Santos",NA,"1337 Balls Hill Road, MCLEAN, VA  22101","(571) 314-2095","45431_0eb440347284e72ef3c794c4e7242cad",38.9363681939134,-77.1953799562507,"Family Day Home","Two Year","Dec. 27, 2024",NA,12,"2 months - 5 years 11 months","Stacy  Doyle:  (571) 835-0386","No",1109897,9,"June 28, 2019","Nov. 29, 2022",0,0,6,0,5
39783,"Tots Around the Clock",1,"11824 Fishing Point Road, Suite D, NEWPORT NEWS, VA  23606","(757) 327-0909","39783_5da6ccf0f77554cfa06b896638673b6e",37.0857779155885,-76.4785036893927,"Child Day Center","Two Year","June 1, 2024","Ms. Lorna T. Williams",92,"1 month - 12 years 11 months","Michele  Patchett:  (757) 439-6816","Yes",1107359,22,"Feb. 21, 2018","Oct. 20, 2022",9,1,10,0,12
44481,"Tots N Toyland",NA,"167 Massanetta Springs Road, ROCKINGHAM, VA  22801","(540) 421-4754","44481_a9f020dd35cb6acdc6332973fb00437e",38.4066599926011,-78.8298270193999,"Child Day Center","Two Year","Dec. 3, 2024"," Erica  Dorsey",140,"Birth - 12 years 11 months","Chrystal  King:  (804) 297-4469","Yes",1108374,21,"March 23, 2022","Dec. 1, 2022",1,9,5,0,12
42320,"Tots N Us Children's Academy",1,"3711 Jermantown Road, FAIRFAX, VA  22030","(703) 865-4455","42320_1cc9722625d3488559358a2862c3b0c1",38.8612919900852,-77.3264320182272,"Child Day Center","Two Year","July 23, 2023"," Lajwanthi  Wadhwa",74,"1 month - 12 years 11 months","Kelly  Patterson-Savittiere:  (703) 479-4746","Yes",1108108,19,"March 14, 2018","Jan. 13, 2020",9,0,7,0,12
41102,"Tots and Company Childcare",1,"3401 Old Halifax Road, SOUTH BOSTON, VA  24592","(434) 575-1008","41102_a4adc9dd9469860c329204e44dc27791",36.733947990804,-78.9053629706173,"Child Day Center","Two Year","June 28, 2024"," Ron  Sumpter",95,"1 month - 12 years 11 months","Rebecca  Forestier:  (540) 309-2835","Yes",1107722,26,"March 23, 2018","Nov. 14, 2022",11,1,11,0,12
47652,"Towanda Tompkins",NA,"5024 Cedar Acres Court, RICHMOND, VA  23223","(804) 447-8732","47652_7521f05e147d29437585f01aae730e25",37.5628310011527,-77.3603959928082,"Family Day Home","One Year","Aug. 17, 2023",NA,5,"6 months - 12 years 11 months","Susan  Ellington-Sconiers:  (804) 588-2368","Yes",1110260,6,"Jan. 11, 2022","Jan. 3, 2023",1,1,3,0,12
8482,"Town And Country Day School",NA,"1421 Kempsville Road, NORFOLK, VA  23502","(757) 461-5456","8482_9eafd5286208c85340a9b05da17f625a",36.8716500033027,-76.2057259661172,"Child Day Center","Two Year","March 12, 2023","Mrs. Matthew  Mitchell",130,"2 years - 12 years 11 months","Adrianna  Walden:  (757) 404-2487","Yes",20583,20,"May 25, 2018","July 27, 2022",9,1,8,2,12
45386,"Tracey Morris",5,"47 Cherry Lane, BLUEMONT, VA  20135","(540) 955-8582","45386_141fb5b2cd117de847e30485ab0e1845",39.1275179987436,-77.8625729949505,"Family Day Home","Two Year","Feb. 5, 2023",NA,12,"Birth - 12 years 11 months","Amy  Tomblin:  (804) 629-3923","No",1109882,9,"July 9, 2019","Jan. 3, 2023",0,0,1,0,12
45756,"Treetop Academy",1,"12707 Jefferson Avenue, NEWPORT NEWS, VA  23602","(757) 872-2671","45756_19068413359966c6ae87ae66b44709b5",37.1348070200229,-76.5184741357893,"Child Day Center","Two Year","March 23, 2024"," Stanley  Ighalo",120,"1 month - 12 years 11 months","Michele  Patchett:  (757) 439-6816","Yes",1108698,15,"Sept. 24, 2019","Sept. 16, 2022",5,2,7,0,12
39743,"Trinidad Izquierdo",NA,"26048 Rachel Hill Drive, CHANTILLY, VA  20152","(703) 722-2238","39743_4d671f1164e0952f3e605b53866f6c2e",38.8953819865805,-77.5002020306421,"Family Day Home","Two Year","Dec. 19, 2024",NA,12,"3 months - 12 years 11 months","Eureka  Nance:  (703) 638-5968","No",1108645,11,"June 12, 2018","Nov. 4, 2022",0,0,2,0,12
38759,"Trinidad Miranda",NA,"4500 Shoal Creek Ct, ALEXANDRIA, VA  22312","(703) 296-1732","38759_a768002791ad08cd95941ca355cb4c81",38.8268333993977,-77.1664645695903,"Family Day Home","Two Year","Oct. 14, 2023",NA,5,"Birth - 12 years 11 months","Ann  Dramstad:  (703) 314-0860","Yes",1108460,18,"June 6, 2018","May 21, 2020",9,0,5,0,12
41905,"Trinity Presbyterian Preschool",NA,"5533 North 16th Street, ARLINGTON, VA  22205","(703) 536-5616","41905_f067ea8827eeb9a4a7078e4482f8bf92",38.8871559868041,-77.1326499605238,"Child Day Center","Two Year","April 2, 2023"," Sabrina  Brussard",128,"2 years 9 months - 5 years","Sheila F Nelson:  (804) 629-7489","No",1107946,8,"April 3, 2018","Sept. 15, 2022",0,0,6,2,5
9295,"Trinity Preschool",NA,"2911 Cameron Mills Road, ALEXANDRIA, VA  22302","(703) 549-7422","9295_3565325f2f9a77ae52ff7e31eb7d6d50",38.8317669876068,-77.0744269979533,"Child Day Center","Two Year","Oct. 14, 2024","Ms. Claire  Maucieri",100,"1 year 6 months - 5 years","Pernille  Brandt:  (703) 203-8659","No",287081,10,"April 24, 2018","Oct. 4, 2022",0,0,4,1,5
47885,"Triple C Camp",NA,"920 Camp Road, CHARLOTTESVILLE, VA  22902","(434) 293-2529","47885_00f998261ad8740473ae5bad42ff01f4",37.9429959915313,-78.5321510203798,"Short Term Child Day Center","Two Year","June 12, 2024"," Eryn  Rothenberg",417,"4 years 8 months - 12 years","Barbara  Workman:  (540) 430-9257","No",1098127,3,"May 4, 2022","Aug. 18, 2022",0,0,1,4,12
46316,"Triple R Ranch",NA,"3531 Bunch Walnuts Road, CHESAPEAKE, VA  23322","(757) 421-4177","46316_ad517fd2c2a8bd7ed3198da44110cc1d",36.6014619947418,-76.2744170037445,"Child Day Center","Two Year","Jan. 5, 2023","Mr. Andrew  Baumgardner",100,"7 years - 12 years 11 months","Christopher  Robinson:  (757) 404-2322","No",1108813,8,"June 27, 2020","Aug. 18, 2022",0,0,3,7,12
36705,"Triple T Sports Center",NA,"619 East Constance Road, SUFFOLK, VA  23434","(757) 923-5150","36705_d36bac3ad8a292bc64786450332ec769",36.7381710031713,-76.5671709815819,"Child Day Center","Two Year","Oct. 19, 2024","Ms. Tyrone  Burks",88,"3 years - 12 years 11 months","Anita  Drewry:  (757) 404-5261","Yes",1106622,17,"April 19, 2018","Oct. 4, 2022",8,0,4,3,12
48756,"Trisha Shanholtz",NA,"120 Refuge Church Road, STEPHENS CITY, VA  22655","(540) 327-3603","48756_759ecc5ef25d08c1aa942c30df585bd0",39.0378300002952,-78.203698014004,"Family Day Home","Three Year","Sept. 26, 2025",NA,12,"2 months - 12 years 11 months","Beth  Orebaugh:  (540) 847-9173","No",1110394,1,"Sept. 7, 2022","Sept. 7, 2022",0,0,0,0,12
29410,"Tuckahoe Montessori School, Inc.",NA,"6818 West Grace Street, HENRICO, VA  23226","(804) 359-2754","29410_11430bb77f5efdb5f23148943fe037ef",37.594379017872,-77.5250439799973,"Child Day Center","Two Year","Feb. 15, 2023","Mrs. Amanda  Edmondson",122,"1 year 6 months - 12 years","Florence  Martus:  (804) 389-0157","No",1105342,13,"April 24, 2018","Sept. 29, 2022",0,0,5,1,12
47497,"Two Birds 1737 King Street",NA,"1737 King Street, ALEXANDRIA, VA  22314","(703) 822-3805","47497_8cfd5069d688ac5f149a35ff9156a6bd",38.8068809913503,-77.0587049783481,"Child Day Center","Two Year","April 2, 2024"," Carol  Reynolds",133,"1 month - 5 years 11 months","Eureka  Nance:  (703) 638-5968","No",1109160,4,"Sept. 30, 2021","Aug. 24, 2022",0,0,1,0,5
23122,"Two By Two Learning Center, Inc.",NA,"2499 W. Beverley Street, STAUNTON, VA  24401","(540) 213-2292","23122_27295a43b5701adb60f718d6b32da0e7",38.153735729006,-79.1082646227946,"Child Day Center","Two Year","Feb. 22, 2024","Ms. Patricia A. Horn",133,"Birth - 12 years 11 months","Barbara  Workman:  (540) 430-9257","No",1056038,13,"Feb. 6, 2018","Jan. 5, 2023",0,1,10,0,12
18635,"Tysons Corner Children's Center",NA,"8260 Greensboro Drive, MC LEAN, VA  22102","(703) 761-1123","18635_8ec25a294e3a8885dbb2b81468597582",38.9237553993816,-77.2294140873614,"Child Day Center","Two Year","Nov. 28, 2022","Ms. Anissa  Dixon",158,"1 month - 8 years 11 months","Sheila F Nelson:  (804) 629-7489","No",931490,13,"March 8, 2018","Aug. 11, 2022",0,1,2,0,8
